entity_type,name,freq
技术问题,将模拟神经电压转换为数字信号,3
技术问题,降低侵入性,3
技术问题,跨模式神经接口,3
技术问题,自适应深部脑刺激,3
技术问题,估计由刺激引起的神经募集,3
技术问题,促进患者从感觉运动障碍的影响中恢复,3
技术问题,治疗神经病症,3
技术问题,病理性同步和振荡神经活动,3
技术问题,增强记忆,3
技术问题,没有脑电图学领域训练的临床医师无法在床头插入和功能化单元化颅内电极阵列,3
技术问题,长期使用,3
技术问题,生成治疗协议,3
技术问题,长期神经元记录,3
技术问题,降低噪声,3
技术问题,记忆巩固不足,3
技术问题,评估刺激材料的有效性,3
技术问题,可靠地将神经信号与引起该神经信号的用户关注对象相关联,3
技术问题,增强eeg信号和信号分类准确性,3
技术问题,评估测试对象前认知情绪反应,3
技术问题,评估脑活动,3
技术问题,区分仅仅是查看显示对象和有意选择该显示对象,3
技术问题,快速有效地映射每个发射元件的精确物理位置,3
技术问题,检测有缺陷的组件,3
技术问题,对神经生理数据进行功能分析,3
技术问题,控制视频片段播放器,3
技术问题,癫痫发作检测,3
技术问题,确定受试者对感觉刺激的注意力指示,3
技术问题,可靠地将神经信号与引起该神经信号的用户关注的对象相关联,3
技术问题,估计人在刺激后的大脑活动反应,3
技术问题,接触被测者皮肤时受头发干扰,3
技术问题,减少引人注目的布线,3
技术问题,帮助用户体验虚拟环境中对象的属性,3
技术问题,检测eeg信号,3
技术问题,确定人的心理和/或神经状态,3
技术问题,长期使用鼓励不足,3
技术问题,简化数字和物理环境中输入设备的交互,3
技术问题,将神经信号可靠地与对象相关联,3
技术问题,产品定制,3
技术问题,在增强现实环境中使用稳态运动视觉诱发电位刺激,3
技术问题,改善用户的脑功能和运动功能,3
技术问题,识别用户情绪,3
技术问题,早期、即时和客观评估视野缺损,3
技术问题,估计未测量的附加电极设备的脑信号,3
技术问题,提升脑电信号分类模型的精度及收敛速度,3
技术问题,充分利用所有用户的有效信息,3
技术问题,评估与注意损伤相关的eeg不一致,3
技术问题,评估人的心理健康状态,3
技术问题,检测认知缺陷,3
技术问题,无需在准备受试者皮肤和电极本身时进行大量步骤,3
技术问题,神经反馈训练,3
技术问题,测量或估计用户对刺激的响应,3
技术问题,对响应进行分类,3
技术问题,获得高质量的eeg信号,3
技术问题,降低阻抗,3
技术问题,干扰性布线,3
技术问题,确定实体是否是人,3
技术问题,监测受试者大脑神经活动,3
技术问题,可靠地将神经信号与由用户的注意引发该神经信号的对象相关联,3
技术问题,提高神经信号与引起这些信号的对象的关联的确定性,3
技术问题,识别和呈现与用户的当前精神状态和上下文相关的内容,3
技术问题,预测观看者的期望视口,3
技术问题,检测与神经系统相关的电信号,3
技术问题,提高治疗效果,3
技术问题,人与场地、人与器械互动互联的问题,3
技术问题,学员体质监测、运动数据自动获取、汇总、分析的问题,3
技术问题,学员运动处方专业化制定的问题,3
技术问题,康复训练场馆运动安全监控的问题,3
技术问题,确定与fmri数据采集相关联的动作,3
技术问题,自我意识障碍辅助诊断,3
技术问题,测试客观性差,3
技术问题,准确性低,3
技术问题,确定用户当前关注的声源,3
技术问题,估计注意力,3
技术问题,实现患者神经功能改变,2
技术问题,增强或诱导神经活性的持久改变,2
技术问题,治疗脑损伤、脑疾病和脑障碍,2
技术问题,向患者施加神经刺激,2
技术问题,调节电极长度以改变远端接触表面相对于脑表面的接触力,2
技术问题,提供充分的症状缓解,2
技术问题,监测响应于大脑中的刺激的神经活动,2
技术问题,测试药物、药理学试剂和其它神经元功能调节剂,2
技术问题,调节包括整个或部分神经系统或与其接口的任何结构的任何部件或结构的活动,2
技术问题,神经退行性疾病的检测,2
技术问题,确保迷走神经刺激在调节患者的一个或多个目标功能中的有效性,2
技术问题,验证刺激捕获迷走神经,2
技术问题,伪影,2
技术问题,调节神经系统组件的活性,2
技术问题,向患者提供神经刺激,2
技术问题,电刺激对采集的干扰,2
技术问题,减少脑的异常活动,2
技术问题,促进技能学习过程,2
技术问题,测定和基于预测的患者的易感性对神经功能障碍,2
技术问题,测定和预测患者的易感性对神经功能障碍,2
技术问题,诱发和记录神经反应,2
技术问题,期望的治疗结果,2
技术问题,不良刺激副作用的最小化,2
技术问题,治疗或预防慢性炎症,2
技术问题,治疗或预防慢性炎性病症,2
技术问题,改善记忆和学习,2
技术问题,预防癫痫,2
技术问题,不正确的导线放置,2
技术问题,术后脱位,2
技术问题,改善或治疗或预防阿尔茨海默病和相关痴呆,2
技术问题,恢复认知功能,2
技术问题,改善临床症状,2
技术问题,治疗对象的病症,2
技术问题,长期、微创的皮层记录或刺激,2
技术问题,调节神经放电节律,2
技术问题,选择神经刺激治疗模式,2
技术问题,癫痫症状,2
技术问题,神经元活动异常,2
技术问题,自动优化刺激参数和电极结构,2
技术问题,提高电场渗透性,2
技术问题,增加交变电场在目标部位的电场强度,2
技术问题,隔热性好,2
技术问题,热损伤小,2
技术问题,调节患者体内可兴奋组织,2
技术问题,治疗帕金森病和/或其它运动障碍的症状,2
技术问题,将多导体引线电连接到可植入医疗装置,2
技术问题,需要接触预载和/或增强的接触尖端稳健性,2
技术问题,监测神经病症的症状,2
技术问题,增强脑电刺激的聚焦性,2
技术问题,提供两相刺激,2
技术问题,选择刺激电极,2
技术问题,建立用于神经刺激的参数,2
技术问题,无线,2
技术问题,改善跨越患者皮质区域的功能协调,2
技术问题,提高成功治疗脑损伤的概率,2
技术问题,长期监测和/或刺激,2
技术问题,快速识别神经目标的位置,2
技术问题,有效电刺激,2
技术问题,靶向刺激信号施加到对应的靶向区域,2
技术问题,癫痫发作,2
技术问题,治疗耳鸣,2
技术问题,强化刺激效果,2
技术问题,降低电极线在体内断裂、拉扯的风险,2
技术问题,利于在体内固定,2
技术问题,需要长期刺激中间基底神经节,2
技术问题,影响患者的目标神经群体,2
技术问题,检测患者执行辅助治疗任务的特征,2
技术问题,压力过小导致电阻增加以及电场分散,2
技术问题,压力过大会阻塞血流,2
技术问题,平坦阵列施加不均匀压力,2
技术问题,柔性电路聚合物阵列边缘锋利切割神经组织,2
技术问题,将电刺激的幅度编程到大于或等于最小感知阈值和小于或等于最大可耐受感知阈值的期望水平,2
技术问题,对所施加刺激的感知量进行均衡,2
技术问题,脑电信号采集和处理精度不足,2
技术问题,热安全性,2
技术问题,磁安全性,2
技术问题,生物贴合性,2
技术问题,减少植入式微电极可能引起的免疫反应,2
技术问题,减少因呼吸心跳等节律性生理活动造成的微丝电极与组织之间的相对位移,2
技术问题,节省信号处理芯片的版图面积,2
技术问题,将神经信号叠加在脑图像上用于神经外科手术期间显示,2
技术问题,误差风险高,2
技术问题,植入安全性和稳定性不足,2
技术问题,精细电极位点定位,2
技术问题,可调性,2
技术问题,精确激活模式化,2
技术问题,改善传输的功率和带宽问题,2
技术问题,颅内神经刺激和/或感测,2
技术问题,向患者发送信号或流体和/或从患者接收信号或流体,2
技术问题,将信号引导和聚焦到大脑以用于神经调节,2
技术问题,引导和聚焦来自大脑的信号或其他能量以用于测量、热传递和成像,2
技术问题,预防神经症状和体征,2
技术问题,优化电极性能,2
技术问题,维持信号传输的一致性,2
技术问题,制作工艺简单,2
技术问题,成本更低,2
技术问题,对环境更加友好,2
技术问题,维持柔性电极在成品阶段的表面洁净度,2
技术问题,维持或增加电极表面电容值,2
技术问题,提高电极使用寿命,2
技术问题,提高对大脑的刺激效果,2
技术问题,神经状况的自我指导的诊断和治疗,2
技术问题,保持植入用于长期监测和/或刺激,2
技术问题,治疗某些神经疾病,2
技术问题,偏头痛,2
技术问题,"治疗某些神经疾病如癫痫,偏头痛和帕金森病",2
技术问题,改善神经运动障碍受试者行走的一致性,2
技术问题,实时控制硬膜外和/或硬膜下电刺激,2
技术问题,降低手术难度,2
技术问题,减小脑组织创伤,2
技术问题,减小芯片的小型化的压力,2
技术问题,治疗情绪和/或焦虑症,2
技术问题,为ici的一个或多个组件供电,2
技术问题,微创,2
技术问题,闭环脊髓刺激的高带宽需求,2
技术问题,治疗患者的神经障碍,2
技术问题,神经病症或紊乱,2
技术问题,治疗医学病症,2
技术问题,控制神经刺激,2
技术问题,调节神经系统部件活动,2
技术问题,从神经响应中导出治疗参数,2
技术问题,慢性疼痛,2
技术问题,创伤后应激障碍(ptsd),2
技术问题,严重抑郁,2
技术问题,用于患者的神经接口系统,2
技术问题,神经特征不能容易地直接测量,2
技术问题,单片薄膜引线组件的微制造,2
技术问题,血管狭窄位置信号采集不稳定,2
技术问题,电极易受狭窄部位沉积物干扰,2
技术问题,异常通信连接,2
技术问题,脑相关疾病,2
技术问题,帕金森病症状,2
技术问题,其他运动障碍,2
技术问题,药物副作用,2
技术问题,控制电极阵列的弯曲柔性,2
技术问题,平坦的阵列必然会施加不均匀的压力,2
技术问题,柔性电路聚合物阵列的边缘可以是锋利的并且切割脆弱的神经组织,2
技术问题,低阻抗电极阵列,2
技术问题,不同被试之间的差异,2
技术问题,相同被试在不同阶段的差异,2
技术问题,植入患者颅骨上方和皮肤下方,2
技术问题,瘫痪患者及运动功能障碍患者的运动功能重建恢复,2
技术问题,泌尿系统并发症治疗,2
技术问题,患者不适,2
技术问题,外科干扰最小化,2
技术问题,与相同的神经群体稳定接口,2
技术问题,选择用于深部脑刺激的刺激参数,2
技术问题,可定制滴定,2
技术问题,神经刺激信号的滴定,2
技术问题,功耗管理,2
技术问题,降低成本,2
技术问题,评估使用非超声/超声模式的神经调节治疗的可行性,2
技术问题,脑内异常电活动引起的病症中的功能诊断和恢复,2
技术问题,深入组织内部进行脑电信号刺激和采集,2
技术问题,有效治疗所需的最小刺激幅度,2
技术问题,预测脊髓刺激是否可能有效缓解疼痛,2
技术问题,治疗慢性疼痛,2
技术问题,降低信号采集的能耗以及噪声,2
技术问题,在低耗能和低噪声的场景下实现动作电位与局部场电位的信号采集,2
技术问题,脑电个体差异性大,2
技术问题,跨被试场景下的脑电个体差异大的问题,2
技术问题,从神经活动解码语音,2
技术问题,恒河猴眼动决策解码,2
技术问题,计算复杂度低,2
技术问题,模拟失重条件下工作记忆能力评价,2
技术问题,提高脑电信号识别的准确率和泛化性能,2
技术问题,精准匹配用户运动意图与肌电状态,2
技术问题,脑电信号高质量预处理,2
技术问题,意图动态判别,2
技术问题,个体化电刺激参数自适应优化,2
技术问题,记忆巩固,2
技术问题,脑电信号采集,2
技术问题,自然、精准且个性化的运动辅助,2
技术问题,恢复或改善受试者神经系统功能,2
技术问题,控制受试者对癫痫发作的易感性,2
技术问题,预防神经体征和症状,2
技术问题,存储数据并将数据无线传输到外部接收器,2
技术问题,引线数量多导致线路复杂性和成本高,2
技术问题,高空间和时间分辨率,2
技术问题,"测试药物,药理学试剂和其它神经元功能调节剂",2
技术问题,治疗神经障碍和/或疾病,2
技术问题,降低能量需求,2
技术问题,自动调节刺激,2
技术问题,颅内测量,2
技术问题,刺激,2
技术问题,生成脑状态模型,2
技术问题,低采样率和噪声条件下跨脑区振荡的高保真恢复,2
技术问题,多脑区耦合调控的需求,2
技术问题,提升对失眠、焦虑等神经状态的闭环干预效果,2
技术问题,提供双侧迷走神经刺激,2
技术问题,焦虑,2
技术问题,电极发生不可预见位移,2
技术问题,有效刺激域偏离指定区域,2
技术问题,控制难度高,2
技术问题,稳定电极焊盘,2
技术问题,允许在手术期间分割电极焊盘,2
技术问题,将神经刺激导线植入患者体内,2
技术问题,增加或最大化与神经系统部分相交的离子通量线的数目,2
技术问题,识别死亡或非功能神经元,2
技术问题,确定受死亡或非功能神经元影响的直接神经连接,2
技术问题,转发死亡或非功能神经元周围的神经信号,2
技术问题,脊髓损伤导致的运动功能丧失或部分丧失,2
技术问题,不同运动状态下脑电信号和脊髓电信号差异,2
技术问题,运动意图信号的高信噪比精确采集,2
技术问题,脑中神经递质失衡驱动的疾病,2
技术问题,需要非侵入性治疗,2
技术问题,睡眠剥夺对认知状态或认知功能的不利后果,2
技术问题,现有记忆力实验记忆量大,2
技术问题,易受主观状态影响,2
技术问题,现有研究无法从结构层面深层探索记忆增强的特征,2
技术问题,对患有脑部疾病的患者进行分类,2
技术问题,增强工作记忆,2
技术问题,实现对前额叶和顶叶之间内源性相位差的精准控制,2
技术问题,治疗各种疾病,2
技术问题,增强用户情绪健康,2
技术问题,表达复杂体验,2
技术问题,拓宽治疗适用性,2
技术问题,减少由痴呆引起的记忆退化,2
技术问题,辅助学习能力和专注度的提高,2
技术问题,增强学习者的专注度、记忆力和学习能力,2
技术问题,治疗幻肢痛,2
技术问题,记忆改善干预,2
技术问题,脑电样本匮乏,2
技术问题,减少不同受试者的运动想象特征提前或是滞后的影响,2
技术问题,减少各时间片之间的信息冗余影响,2
技术问题,"使测试分类准确率偏差减小,分类准确率提高",2
技术问题,增强感觉运动学习,2
技术问题,脑电慢波实时反馈,2
技术问题,经颅电刺激参数决策,2
技术问题,评估消费者体验描绘效果,2
技术问题,评估和选择用于引入刺激材料的时间和空间位置,2
技术问题,确定刺激材料的有效性,2
技术问题,有效地生成、管理和访问从暴露于刺激材料的受试者获得的中枢神经系统、自主神经系统、效应器数据和行为数据,2
技术问题,不需要导电凝胶,2
技术问题,确定神经响应刺激和刺激属性共振,2
技术问题,获取用户脑电图信号时电极难以穿过头发接触头皮,2
技术问题,干电极接触不良,2
技术问题,评估受试者对与刺激相关的任务的反应,2
技术问题,区分仅仅观看显示对象和有意选择该显示对象,2
技术问题,追踪视觉注意,2
技术问题,收集与患者的状况和脑电活动有关的信息,2
技术问题,提高神经反馈训练的有效性和普适性,2
技术问题,信噪比低,2
技术问题,电磁干扰,2
技术问题,不引入不想要的污染的功能性磁共振成像(mri)数据,2
技术问题,覆盖大范围的头皮面积,2
技术问题,电极制造优化,2
技术问题,高空间采样率,2
技术问题,控制电动轮椅移动,2
技术问题,控制电动轮椅向物体移动或沿路径移动,2
技术问题,允许用户执行免提任务,2
技术问题,提高控制效率,2
技术问题,运动抗干扰能力及稳定性,2
技术问题,广告投放检测,2
技术问题,在存在大量背景噪声和外来脑电图信号的情况下检测稳态诱发电位信号,2
技术问题,确定观察者正在关注几个不同显示器中的哪一个,2
技术问题,托管对密集脑电图数据的移动访问,2
技术问题,减轻生理状况,2
技术问题,检测用户的生理状况,2
技术问题,减少对用户的潜在风险,2
技术问题,生成高亮图像,2
技术问题,识别人类意图,2
技术问题,增强用户的认知能力,2
技术问题,测试和训练计划和执行运动活动的大脑能力,2
技术问题,实时显示脑电图,2
技术问题,在过去的时间点上显示eeg,2
技术问题,显示eeg的参数的随时间变化的趋势,2
技术问题,测量大脑的电活动和身体部位的位置/运动,2
技术问题,确定不同时间和空间位置的各种产品和服务的共振和启动水平,2
技术问题,智能地选择合适的广告内容以插入刺激材料中的不同位置,2
技术问题,确定刺激材料的一部分的有效性,2
技术问题,识别低于自我意识和认知意识水平的生理反应,2
技术问题,与计算机通信,2
技术问题,显示设备控制精度低,2
技术问题,控制电子设备,2
技术问题,个性和能力匹配,2
技术问题,提供受试者对图像视觉识别的客观统计可靠性,2
技术问题,检测实体是否为人,2
技术问题,处理神经信号,2
技术问题,评估与待评估对象相关的脑活动相似性,2
技术问题,使用简单脑电波测量获得的数据,2
技术问题,听觉显示分辨率低,2
技术问题,确定受试者对图像的视觉识别概率,2
技术问题,提高电子装置解锁控制的智能性和安全性,2
技术问题,脑卒中手部康复训练,2
技术问题,人工手动地提取复杂的特征信息,2
技术问题,癫痫识别的准确率低,2
技术问题,检测癫痫事件,2
技术问题,捕获用户的视频数据,2
技术问题,构建精度较高的视觉编码模型,2
技术问题,提高对大脑视觉区体素响应的预测准确性,2
技术问题,从复杂的自然场景中提取视觉语义特征,2
技术问题,准确生成对自然图像的文本描述,2
技术问题,无法完全应对各种复杂头动情况,2
技术问题,图像模态间信息缺失,2
技术问题,特征利用不充分,2
技术问题,评估广告有效性,2
技术问题,无需涂抹导电介质,2
技术问题,长时间监测时可保证信号高质量获取,2
技术问题,降低使用时的不适感,2
技术问题,提高用户体验的舒适度,2
技术问题,防止干电极与头皮接触压力过大而磨损头皮组织,2
技术问题,提高干电极与头皮接触的舒适度,2
技术问题,评估受试者前认知情绪反应,2
技术问题,确定密集触摸板使用对体感诱发电位的影响,2
技术问题,确定对象共振测量,2
技术问题,图像分类中目标检测的准确性不足,2
技术问题,不需要关于刺激的更新模式的先验知识,2
技术问题,评估营销材料在虚拟现实环境中的有效性,2
技术问题,测量用户对观察对象的神经反应,2
技术问题,快速为特定用户定制虚拟对象,2
技术问题,分析和操纵生物反馈数据,2
技术问题,用户通过操纵大脑中的电活动来修改模拟环境,2
技术问题,为用户提供交互式介导现实环境,2
技术问题,虚拟对象操控,2
技术问题,增强eeg信号和信号分类准确度,2
技术问题,适配或调整以适配在人的头皮上,2
技术问题,快速定制特定用户的虚拟对象,2
技术问题,用户情绪无法根据脑电波进行调整,2
技术问题,虚拟现实设备可交互性差,2
技术问题,虚拟现实设备智能化程度低,2
技术问题,测量eeg信号,2
技术问题,追踪视觉注意力,2
技术问题,如何基于脑电信号获取对象的神经反应数据,2
技术问题,追踪电子游戏期间的脑活动,2
技术问题,检测准确率低,2
技术问题,识别潜在诱发癫痫发作的虚拟现实内容,2
技术问题,识别心理行为属性,2
技术问题,人对虚拟环境的控制被局限在肢体运动或者手动指令的范畴内,2
技术问题,虚拟环境只能被动接收人的控制指令进行交互反馈,2
技术问题,改善神经信号与引起这些信号的对象之间的关联的确定性,2
技术问题,产品配方评估,2
技术问题,对受试人体感官状况作出客观评价,2
技术问题,获得长期治疗效果,2
技术问题,提高沉浸度,2
技术问题,使神经反馈系统的效果更加显著,2
技术问题,生成高度个性化图像内容,2
技术问题,将情绪应用于目标场景,2
技术问题,同时评估传入和传出视觉功能,2
技术问题,测试结果不准确,2
技术问题,客观准确地获得直接测量消费者对于酸味的味觉感官体验结果,2
技术问题,长期使用依从性不足,2
技术问题,筛选和评估注意缺陷,2
技术问题,主观因素干扰,2
技术问题,筛选注意缺陷,2
技术问题,省去口头评估,2
技术问题,提供更便捷、适用性更广的评估方法,2
技术问题,预测患者对多种cns疾病干预方式的反应,2
技术问题,理解用户的意图,2
技术问题,ad疾病的治疗效果难以量化,2
技术问题,判断受访者最初是否诚实回答,2
技术问题,客观、科学且准确地评估封闭环境中的投影内容,2
技术问题,不允许用户的主观评估,2
技术问题,客观地评估置信度,2
技术问题,改善注意力状态,2
技术问题,提高时效性、准确性和灵敏度,2
技术问题,评估经颅直流电刺激后大脑皮层兴奋性,2
技术问题,为tdcs对大脑皮层神经元活动的调节效果提供客观评价指标,2
技术问题,为刺激模式、刺激计量等参数的选择与制定提供客观依据,2
技术问题,难以学习细粒度的类条件信息,2
技术问题,适应跨被试的决策边界样本,2
技术问题,脑认知计算领域脑电信号的个体差异性问题,2
技术问题,评估用户的认知状态和治疗的功能结果,2
技术问题,区分仅观看显示对象与有意选择显示对象,2
技术问题,评估认知障碍治疗的功效,2
技术问题,用户偏好数据存储,2
技术问题,降低电极阻抗密度,2
技术问题,检测神经病症,2
技术问题,检测和分析学习者/表演者认知流,2
技术问题,评估学习者的认知状态,2
技术问题,提供对患者的神经刺激和/或神经调节的临床应用,2
技术问题,从受试者注视包含未用于解码器训练的对象的目标图像期间或受试者想象此类目标图像期间测量的脑活动信号中识别对象类别,2
技术问题,提供与脑电图或功能性近红外光谱脑机接口系统相比改进性能,2
技术问题,确定脑活动类型,2
技术问题,同时显示脑电图信息和图像信息,2
技术问题,减轻心理工作者在面临大范围筛查时的巨大工作量,2
技术问题,提高抑郁状态患者识别的效率,2
技术问题,生成脑电图测量嵌入,2
技术问题,mi-eeg分类准确率的提升,2
技术问题,估计脑内网络活动,2
技术问题,估计脑中的网络活动,2
技术问题,提高分类的准确率,2
技术问题,人脑的专注力量化评估方面的空白,2
技术问题,降低大数量级的数据传输,2
技术问题,提高对脑功能网络的评估效率,2
技术问题,拓宽利用头皮脑电信号重建视觉信息的范围,2
技术问题,填补头皮脑电信号重建想象图像领域的空白,2
技术问题,实现对大脑思维重建的深入探索,2
技术问题,人工标注不准确导致神经网络训练结果较差,2
技术问题,提升神经网络的识别精确度,2
技术问题,孤独症谱系障碍亚型分类,2
技术问题,预测观众期望观看端口,2
技术问题,评估身体健康和大脑的功能,2
技术问题,"识别脑健康,疾病和损伤",2
技术问题,提升算法的鲁棒性和准确性,2
技术问题,如何融合脑电和刺激源信息进行视频情感分类,2
技术问题,实现对情绪脑电信号的准确获取、有效辨识和正确分类,2
技术问题,提高对脑影像数据的解码精度,2
技术问题,生理参数测量和运动跟踪,2
技术问题,增强eeg神经反馈过程,2
技术问题,识别指示脑健康、疾病和损伤的数据,2
技术问题,频繁的全身运动,2
技术问题,生理和/或神经参数的变化,2
技术问题,确定短期状态变化,2
技术问题,鲁棒单事件检测,2
技术问题,区分仅观看显示对象和故意选择该显示对象,2
技术问题,评估结构性或神经化学性脑病变,2
技术问题,优化神经刺激,2
技术问题,无需技术帮助精确地定位和施加一次性eeg电极,2
技术问题,控制脑机接口设备,2
技术问题,提供目标信息用于设计广告的表示,2
技术问题,脑区的探测深度较浅,2
技术问题,只能得到相对值,2
技术问题,eeg空间精度低,2
技术问题,快速准确定位头皮脑电图每个电极的安放位置,2
技术问题,提高脑电图操作的效率和精确性,2
技术问题,远程诊断,2
技术问题,定位从受试者头皮表面测量的电信号,2
技术问题,生成大脑皮层内发生的电活动的动态三维信息,2
技术问题,去除测量时无效动作带来的噪声,2
技术问题,模态壁垒,2
技术问题,解码准确性,2
技术问题,适配性,2
技术问题,交互性,2
技术问题,可解释性,2
技术问题,观察海岛皮质活动,2
技术问题,提升mi-eeg信号特征表达,2
技术问题,分类精度,2
技术问题,多模态ai眼镜视觉-脑电协同控制,2
技术问题,从脑电图信号生成视觉类别重建,2
技术问题,无意识引发的脑电图异常波动带来的错误判断,2
技术问题,无意识的眼动停留方向带来的错误判断,2
技术问题,输出文字数据正确率低,2
技术问题,识别和剔除或去污包含各种伪像的历元,2
技术问题,去除心电伪迹,2
技术问题,认知障碍风险识别,2
技术问题,低成本、便捷和有效地进行神经退行性疾病早期识别筛查,2
技术问题,确定刺激材料中引发受控注意力和自动注意力的位置,2
技术问题,更可靠地评价信息,2
技术问题,无需导电胶/膏,2
技术问题,用户操作显示设备不便,2
技术问题,无法根据用户意图准确操作显示设备,2
技术问题,提高佩戴者的舒适性,2
技术问题,确定在测试听觉或视觉刺激下呈现的人类对象的主观心理状态,2
技术问题,评估和/或训练认知适应性,2
技术问题,可靠地将神经信号与引起该神经信号的用户关注对象关联起来,2
技术问题,提取两种信号同时反映的大脑特定活动状态的时空特征,2
技术问题,将多模态信号应用在神经反馈调节中,2
技术问题,监视设备不能连续地检测到表现,2
技术问题,药物成瘾患者的治疗,2
技术问题,提高决策过程的可靠性和速度,2
技术问题,刺激和调节脑活动,2
技术问题,评估用户的认知状态和治疗功能结果,2
技术问题,可解释性弱,2
技术问题,实时性差,2
技术问题,注意力检测的便捷性和准确性不足,2
技术问题,分类算法中无法智能控制动态执行分类算法的问题,2
技术问题,误触发率低,2
技术问题,提高现有频率识别算法的异步分类性能,2
技术问题,脑机接口领域指令单一,2
技术问题,增强脑机接口系统对连续性神经活动的解码范围,2
技术问题,指令误触发,2
技术问题,误操作概率高,2
技术问题,轮椅使用安全性不足,2
技术问题,实时反馈和交互,2
技术问题,神经响应数据收集与刺激材料呈现同步,2
技术问题,确定对用户的风险,2
技术问题,无现有知识围绕该更新模式,2
技术问题,无现有知识约一个单独的使用者的eeg图案,2
技术问题,创建最佳工作、学习和休息环境,2
技术问题,识别用户的认知状态,2
技术问题,确定用户的用户状态,2
技术问题,准确预测成功,2
技术问题,神经活动解释,2
技术问题,增加对传统和新媒体内容的参与度,2
技术问题,识别潜在地引起扣押的虚拟现实内容,2
技术问题,预测虚拟现实内容触发癫痫发作的可能性,2
技术问题,缓解和减轻压力,2
技术问题,测量对用户所观看的对象的神经响应,2
技术问题,"当注意力集中在视觉刺激上时,相关性更强",2
技术问题,确定与虚拟环境中的虚拟对象的交互,2
技术问题,限制应用深度,2
技术问题,在正常应用期间锚定电极或其他设备,2
